group,Matriline,AnimalID.text,DOB,MaternalID.text,Birth.Season,ExitAge2,First_born,Died,MomAllLossType,High_temperature,High_temperatureLog,Rainfall,RainfallLog,Group_size,Group_sizeLog,Maternal_kin_count,Maternal_kin_countLog,Matriline_rank,CompetingSib,Maternal_loss,Hurricane,female,CumulIndex,Cumulative_early_life_adversity,censored,time,timeYr
I,'DM,'777,27882,'262,1976,8113,N,1,0,-1.230854148,-1.233190966,-0.554122579,-0.506489374,-1.075868795,-0.997833917,-0.310491852,-0.07270889,M,N,N,0None,F,2.545361667,-1.060115552,0,8114,22.23013699
I,'DM,'829,28274,'262,1977,3578,N,1,0,-0.993955478,-0.991736672,-0.3014341,-0.222351612,-0.894950909,-0.693036318,-0.310491852,-0.07270889,M,Y,N,0None,F,2.596047857,-0.999344954,0,3579,9.805479452
I,'DM,'971,28616,'262,1978,5701,N,1,0,-1.429286107,-1.436292627,0.300352368,0.397541625,-0.673829048,-0.390151316,-0.310491852,-0.07270889,M,N,N,0None,F,2.449352557,-1.175226414,0,5702,15.62191781
F,'AC,'688,27530,'359,1975,3273,N,0,1,-1.256655006,-1.259554823,0.196353772,0.295574387,-0.754236998,-0.493205424,0.187557518,0.440336861,M,N,Y,0None,F,3.436726719,0.008593441,1,3274,8.969863014
I,'DM,'747,27911,'497,1976,6442,N,0,0,-1.353759993,-1.358896981,-0.106085387,-0.012889824,-1.055766807,-0.960669446,-0.310491852,-0.07270889,M,Y,N,0None,F,2.448127708,-1.176694956,1,6443,17.65205479
F,'073,'A71,28979,'503,1979,8320,N,1,0,-1.005214025,-1.003186751,2.773270324,2.370529052,-0.593421099,-0.293859873,-0.808541222,-0.795806263,M,N,N,0None,F,2.198935347,-1.475466056,0,8321,22.79726027
I,'DM,'D50,29716,'747,1981,4665,N,0,0,-0.425867763,-0.417186539,0.080268854,0.179336892,-0.151177378,0.145805887,-0.808541222,-0.795806263,M,Y,N,0None,F,2.874400356,-0.665612082,1,4666,12.78356164
F,'073,'929,28613,'7L,1978,7012,N,1,0,-1.457901593,-1.465646123,0.396761877,0.490309564,-0.73413501,-0.466755732,0.685606888,0.838286063,M,Y,N,0None,F,2.313468608,-1.338145521,0,7013,19.21369863
I,'DM,'I31,30819,'B60,1984,3252,Y,1,0,-1.467752834,-1.475755214,0.588737663,0.670232702,0.91422795,0.857162603,0.685606888,0.838286063,M,N,N,0None,F,3.648685489,0.26272304,0,3253,8.912328767
F,'073,'J28,31181,'D48,1985,6114,Y,0,1,-0.35081075,-0.341741435,0.178083749,0.27745227,-0.231585327,0.075049146,-0.310491852,-0.07270889,M,N,Y,0None,F,4.806639069,1.651060402,1,6115,16.75342466
Q,'DM,'K45,31552,'D50,1986,2137,N,1,0,-0.06981608,-0.06024784,0.375962158,0.470435443,-0.955256871,-0.787773586,-0.310491852,-0.07270889,M,Y,N,0None,F,2.673476857,-0.906510859,0,2138,5.857534247
F,'AC,'WO,23141,'DL,1963,2461,N,1,0,-0.900603323,-0.896891976,-1.003003004,-1.053159266,-1.498010529,-2.132813411,-0.808541222,-0.795806263,M,Y,N,0None,F,2.648368567,-0.936614636,0,2462,6.745205479
F,'073,'T76,33004,'G42,1990,1727,N,0,0,-0.164106439,-0.154538311,-0.120701405,-0.028272215,0.833820001,0.813985426,0.685606888,0.838286063,M,N,N,0None,F,3.036321712,-0.471475226,1,1728,4.734246575
F,'AC,'701,27525,'M7,1975,3278,N,0,0,-1.279641201,-1.283053699,0.186516067,0.285824196,-0.754236998,-0.493205424,0.187557518,0.440336861,M,N,N,0None,F,2.433296738,-1.194476661,1,3279,8.983561644
F,'AC,'729,27907,'M7,1976,2896,N,0,0,-1.358920164,-1.364181273,-0.191251804,-0.103170513,-0.573319112,-0.270742573,0.685606888,0.838286063,M,N,N,0None,F,2.46928531,-1.151327886,1,2897,7.936986301
F,'004,'D69,29750,'699,1981,8263,N,1,0,-0.461050726,-0.452588587,0.178645903,0.278010819,-0.392401226,-0.077599245,-1.306590592,-2.031949388,M,N,N,0None,F,2.846199881,-0.699423258,0,8264,22.64109589
I,'DM,'K59,31583,'A27,1986,2047,N,0,0,-0.064655909,-0.055092522,0.948516588,0.991478524,0.311168331,0.49734289,0.685606888,0.838286063,M,N,N,0None,F,2.763019969,-0.799152455,1,2048,5.610958904
F,'AC,'9V,24992,'DL,1968,5811,N,0,0,-1.140316638,-1.14078191,1.6202913,1.542725933,-1.216582706,-1.288225922,-0.310491852,-0.07270889,M,N,N,0None,F,2.171571805,-1.508273785,1,5812,15.92328767
F,'004,'01B,34135,'I65,1993,6121,N,1,0,0.848694044,0.849554625,-1.831618841,-2.244355607,0.874023976,0.83573276,0.187557518,0.440336861,M,N,N,0None,F,3.603679787,0.208763108,0,6122,16.77260274
F,'004,'6Q4,41512,'2A8,2014,1572,N,0,0,1.367056486,1.35616211,1.416229191,1.381386211,0.652902115,0.711926855,-0.808541222,-0.795806263,M,N,N,0None,F,3.227396231,-0.24238496,1,1573,4.309589041
MM,'004,'4N6,40798,'21K,2012,2286,N,0,1,1.085123612,1.081226118,-0.427075646,-0.361684298,-1.538214503,-2.305709271,-0.310491852,-0.07270889,M,N,Y,0None,F,3.93130057,0.601566568,1,2287,6.265753425
F,'004,'7L2,40436,'2A8,2011,1892,N,0,0,0.503900908,0.509866572,2.430918191,2.1382224,0.673004102,0.723623476,-0.808541222,-0.795806263,M,N,N,0None,F,2.872531239,-0.667853074,1,1893,5.18630137
F,'004,'2N6,40795,'32S,2012,3024,N,1,0,1.062137399,1.058747081,-0.394470681,-0.325165042,0.91422795,0.857162603,-0.808541222,-0.795806263,M,N,N,0None,F,3.520349854,0.108854042,0,3025,8.287671233
F,'004,'2A7,38255,'40L,2005,4829,Y,0,0,0.79896877,0.800700331,0.205348246,0.304472829,0.733310064,0.758164321,-0.310491852,-0.07270889,M,N,N,0None,F,4.271856431,1.00987864,1,4830,13.23287671
F,'004,'7D8,38983,'47L,2007,4101,N,0,1,1.63303976,1.614237637,-0.4090867,-0.34150394,1.034839874,0.919636635,0.187557518,0.440336861,M,N,Y,0None,F,4.575703891,1.374178892,1,4102,11.23835616
F,'004,'6O1,41173,'50S,2013,1911,N,0,1,0.965032395,0.963678814,1.260231297,1.254570355,0.39157628,0.550727616,-1.306590592,-2.031949388,M,Y,Y,0None,F,4.156172353,0.871178323,1,1912,5.238356164
F,'004,'7D6,38989,'V58,2007,2103,N,1,1,1.591289303,1.57381185,-0.224700001,-0.139061751,1.034839874,0.919636635,0.685606888,0.838286063,M,N,Y,0None,F,4.485781388,1.266365615,0,2104,5.764383562
F,'004,'7H8,39734,'20F,2009,2135,N,1,0,0.718751586,0.721792753,0.009718455,0.107399098,0.91422795,0.857162603,-1.306590592,-2.031949388,M,N,N,0None,F,3.427296771,-0.002712668,0,2136,5.852054795
F,'004,'4S1,41555,'20F,2014,1529,N,0,1,1.621781196,1.603339337,1.610734672,1.535281094,0.39157628,0.550727616,-0.808541222,-0.795806263,M,N,Y,0None,F,4.192606593,0.914861437,1,1530,4.191780822
F,'004,'3C3,38655,'43I,2006,4609,N,1,0,1.020386942,1.017893311,-0.309023187,-0.230662253,0.934329938,0.867761336,0.187557518,0.440336861,M,N,N,0None,F,3.401413571,-0.03374553,0,4610,12.63013699
F,'004,'8E8,39384,'43I,2008,3700,N,0,0,0.740330476,0.743030956,-0.717990637,-0.699441552,0.652902115,0.711926855,0.187557518,0.440336861,M,Y,N,0None,F,3.34472156,-0.101716853,1,3701,10.13972603
F,'004,'2A8,38280,'44J,2005,5228,N,1,0,0.772698811,0.77487224,0.350946279,0.446431428,0.69310609,0.735227633,-0.808541222,-0.795806263,M,N,N,0None,F,3.282800174,-0.175957976,0,5229,14.3260274
F,'004,'8B0,38649,'48B,2006,4568,N,1,1,1.011943024,1.009626898,-0.244656488,-0.160594801,0.934329938,0.867761336,0.685606888,0.838286063,M,N,Y,0None,F,4.338829085,1.090176019,0,4569,12.51780822
F,'004,'0I5,39729,'90D,2009,3355,N,0,0,0.718751586,0.721792753,0.076052694,0.175065751,0.91422795,0.857162603,0.187557518,0.440336861,M,N,N,0None,F,3.26624653,-0.195805095,1,3356,9.194520548
F,'004,'6C3,38638,'V36,2006,3225,N,1,0,0.990833236,0.988955206,-0.492847731,-0.436144679,0.934329938,0.867761336,0.685606888,0.838286063,M,N,N,0None,F,3.37551883,-0.064792229,0,3226,8.838356164
F,'004,'50S,37558,'Z08,2003,4585,N,1,0,1.41209069,1.399946294,-0.783762722,-0.778953015,0.512188204,0.627332032,1.183656258,1.163434235,M,N,N,0None,F,3.372279448,-0.068676111,0,4586,12.56438356
HH,'004,'4G3,39780,'01B,2009,2590,N,1,1,0.77645166,0.778562739,0.839739678,0.896433891,-0.352197251,-0.037923366,-1.306590592,-2.031949388,M,N,Y,0None,F,4.017968203,0.705477394,0,2591,7.098630137
V,'062,'98J,36129,'13A,1999,6898,N,1,0,-0.022905452,-0.013399846,-0.036097143,0.060142183,-1.417602579,-1.838245249,-0.808541222,-0.795806263,M,N,N,0None,F,2.698860324,-0.876077156,0,6899,18.90136986
F,'004,'1A3,38317,'34N,2005,4767,Y,0,0,0.861829015,0.862451978,0.089263327,0.188436917,0.69310609,0.735227633,0.187557518,0.440336861,M,N,N,0None,F,4.246046935,0.978934146,1,4768,13.0630137
F,'004,'0K2,40139,'3C3,2010,2945,Y,0,0,1.43789153,1.425014617,0.097976723,0.197237361,1.155451798,0.979559983,-0.808541222,-0.795806263,M,N,N,0None,F,4.575229124,1.373609667,1,2946,8.071232877
F,'004,'44J,35762,'48B,1998,6326,Y,1,0,1.411152486,1.399034503,-0.480199253,-0.421742076,1.979633279,1.334264993,0.685606888,0.838286063,M,N,N,Georges,F,5.700332489,2.72256101,0,6327,17.33424658
F,'004,'79Z,38312,'64A,2005,4772,N,0,0,0.88528433,0.885475136,-0.054086089,0.041468911,0.69310609,0.735227633,1.183656258,1.163434235,M,N,N,0None,F,3.175098929,-0.305087213,1,4773,13.07671233
F,'004,'63V,37926,'89C,2004,5158,N,0,1,0.783488256,0.785481733,-0.315487964,-0.237752211,0.471984229,0.602238803,-1.306590592,-2.031949388,M,N,Y,0None,F,4.396647317,1.159497634,1,5159,14.13424658
F,'004,'7B7,38676,'89C,2006,4408,N,0,1,1.036336559,1.033504106,-0.25589958,-0.1727656,0.974533912,0.888731953,-1.306590592,-2.031949388,M,Y,Y,0None,F,4.555090143,1.34946388,1,4409,12.07945205
F,'073,'X46,33201,'F72,1991,4113,N,0,0,-0.186154448,-0.176610673,-0.749471293,-0.737346205,0.753412052,0.769499653,-0.310491852,-0.07270889,M,N,N,0None,F,3.218184965,-0.253428878,1,4114,11.27123288
F,'004,'87K,36113,'J91,1999,6527,N,1,0,0.000549863,0.010008564,-0.333195833,-0.257222328,2.160551164,1.401853727,-1.306590592,-2.031949388,M,N,N,0None,F,3.605326331,0.210737244,0,6528,17.88493151
F,'004,'09I,35763,'O54,1998,1510,N,0,1,1.421941931,1.409519252,-0.441691665,-0.378138876,1.979633279,1.334264993,0.685606888,0.838286063,M,N,Y,Georges,F,5.696296959,2.71772258,1,1511,4.139726027
F,'004,'89C,34303,'O75,1994,4979,N,1,0,0.793808599,0.795627953,-1.915098795,-2.381056918,1.095145836,0.949904061,-1.306590592,-2.031949388,M,N,N,0None,F,3.805032752,0.450176795,0,4980,13.64383562
F,'073,'43K,36124,'V05,1999,1547,N,1,0,-0.01774528,-0.008249102,-0.109458314,-0.016435558,2.180653152,1.40917503,0.187557518,0.440336861,M,N,N,0None,F,3.41852534,-0.013229243,0,1548,4.24109589
F,'004,'32S,37207,'V65,2002,5470,N,1,0,1.013350346,1.011004726,1.948308492,1.79198647,1.21575776,1.008628619,1.183656258,1.163434235,M,N,N,0None,F,2.986889003,-0.530742953,0,5471,14.9890411
F,'004,'1C0,38677,'V65,2006,4012,N,1,1,1.04947153,1.046356582,-0.25589958,-0.1727656,0.974533912,0.888731953,0.685606888,0.838286063,M,Y,Y,0None,F,4.357986594,1.113145062,0,4013,10.99452055
F,'004,'21K,36113,'X70,1999,5787,N,1,1,0.000549863,0.010008564,-0.333195833,-0.257222328,2.160551164,1.401853727,0.187557518,0.440336861,M,N,Y,0None,F,4.455326331,1.229851289,0,5788,15.85753425
F,'004,'04O,36478,'Z08,2000,3372,N,1,0,1.45524847,1.441872074,0.150819252,0.250290146,2.060041228,1.364689257,1.183656258,1.163434235,M,N,N,0None,F,3.572956548,0.171927244,0,3373,9.24109589
F,'004,'08I,35786,'01B,1998,1856,Y,1,0,1.172377375,1.166467625,0.072679767,0.171646302,1.999735266,1.341930379,-0.808541222,-0.795806263,M,N,N,Georges,F,5.710082684,2.734251081,0,1857,5.087671233
F,'004,'2H3,39783,'28N,2009,4284,N,1,1,0.784895578,0.786865426,0.854636775,0.90955377,1.054941862,0.929795279,-0.310491852,-0.07270889,M,Y,Y,0None,F,4.232663902,0.962888456,0,4285,11.73972603
F,'004,'1L4,40515,'40L,2011,2569,N,0,0,0.441040663,0.447700681,2.352216551,2.083314292,1.075043849,0.939884103,0.187557518,0.440336861,M,Y,N,0None,F,2.861870194,-0.680635217,1,2570,7.04109589
F,'073,'J85,31412,'573,1986,5861,N,0,0,-0.214300815,-0.204801551,-0.159208994,-0.069018783,-0.4326052,-0.118377373,-0.808541222,-0.795806263,M,N,N,0None,F,2.897884102,-0.637456064,1,5862,16.06027397
F,'004,'2L9,40518,'57H,2011,1765,N,1,0,0.404450378,0.41148082,2.382853975,2.104758415,1.075043849,0.939884103,-1.306590592,-2.031949388,M,Y,N,0None,F,2.998697795,-0.516584711,0,1766,4.838356164
F,'004,'50I,35775,'64A,1998,7309,Y,0,0,1.277926298,1.269398667,-0.005178641,0.092080562,1.959531291,1.326559368,0.685606888,0.838286063,M,N,N,Georges,F,5.587318723,2.587062285,1,7310,20.02739726
F,'004,'40L,36520,'64A,2000,7434,N,1,0,1.32155318,1.311884915,-0.18028979,-0.091461692,2.180653152,1.40917503,0.187557518,0.440336861,M,N,N,0None,F,3.725659393,0.355011496,0,7435,20.36986301
F,'004,'X70,33221,'723,1991,3106,N,1,1,-0.180525158,-0.170974287,-0.83154586,-0.837492233,0.793616026,0.791911053,-0.310491852,-0.07270889,M,N,Y,0None,F,4.242107646,0.974211106,0,3107,8.512328767
F,'004,'00O,36495,'90D,2000,6958,N,1,0,1.422880135,1.410430862,-0.032443138,0.063926988,2.060041228,1.364689257,0.685606888,0.838286063,M,N,N,0None,F,3.646347495,0.259919885,0,6959,19.06575342
F,'073,'T12,32487,'931,1989,4828,N,0,0,-1.091998686,-1.091531304,0.090387636,0.189573298,0.130250445,0.369617308,0.187557518,0.440336861,M,N,N,Hugo,F,3.688886305,0.310922118,1,4829,13.23013699
F,'073,'V91,33217,'931,1991,4078,N,0,0,-0.188499975,-0.178959333,-0.84082141,-0.848932739,0.753412052,0.769499653,0.685606888,0.838286063,M,N,N,0None,F,3.132885236,-0.355699645,1,4079,11.17534247
I,'DM,'K95,31759,'941,1987,1880,N,0,0,0.489827716,0.495955194,1.158762397,1.170385992,-0.050667441,0.229709762,0.187557518,0.440336861,M,N,N,0None,F,2.819186885,-0.731810698,1,1881,5.153424658
F,'073,'L92,31772,'A71,1987,3685,N,1,0,0.516566778,0.522383674,1.27035008,1.262890999,-0.050667441,0.229709762,-0.808541222,-0.795806263,M,N,N,0None,F,2.906494481,-0.627132584,0,3686,10.09863014
F,'073,'78C,34334,'A71,1994,4637,N,1,0,0.847755823,0.848633257,-1.908915095,-2.370806355,1.095145836,0.949904061,-0.310491852,-0.07270889,M,N,N,0None,F,3.715898786,0.343308941,0,4638,12.70684932
F,'004,'96I,35786,'B04,1998,1499,N,0,1,1.172377375,1.166467625,0.072679767,0.171646302,1.999735266,1.341930379,1.183656258,1.163434235,M,N,Y,Georges,F,5.510082684,2.494459541,1,1500,4.109589041
F,'073,'V81,33228,'B56,1991,4094,N,0,0,-0.206795117,-0.197282511,-0.834075556,-0.840609868,0.773514039,0.780748123,-0.808541222,-0.795806263,M,N,N,0None,F,3.282231644,-0.176639619,1,4095,11.21917808
Q,'DM,'N66,32120,'D88,1988,2261,N,0,0,-0.166451983,-0.156886006,0.110063046,0.209419748,-0.834644947,-0.604044333,0.187557518,0.440336861,M,N,N,0None,F,2.673488883,-0.90649644,1,2262,6.197260274
F,'073,'R75,32495,'F19,1989,6471,N,1,0,-1.04555716,-1.044236628,0.040918034,0.139335399,0.150352432,0.384370379,-0.310491852,-0.07270889,M,N,N,Hugo,F,3.761872694,0.398429712,0,6472,17.73150685
F,'004,'O75,32133,'F28,1988,5188,N,0,1,-0.242916301,-0.233477739,0.01646431,0.114320933,-0.110973403,0.179945058,-0.310491852,-0.07270889,M,N,Y,0None,F,3.884381637,0.545312752,1,5189,14.21643836
F,'004,'R78,32498,'F83,1989,4817,N,0,0,-1.03758236,-1.036119591,0.024334474,0.122384744,0.170454419,0.39897665,-0.310491852,-0.07270889,M,N,N,Hugo,F,3.770898317,0.409251052,1,4818,13.2
F,'073,'08F,35053,'J28,1996,2226,N,0,0,-0.398190481,-0.389353592,-0.348655084,-0.274280038,1.115247824,0.959856087,-1.306590592,-2.031949388,M,N,N,0None,F,3.285739363,-0.172434012,1,2227,6.101369863
F,'073,'Z97,33595,'J85,1992,3740,N,0,0,-0.244792726,-0.235358688,0.926030405,0.971973409,1.738409431,1.239015273,-0.310491852,-0.07270889,M,N,N,0None,F,3.146862865,-0.338941059,1,3741,10.24931507
F,'004,'42L,36524,'J91,2000,7620,N,1,0,1.32155318,1.311884915,-0.226667542,-0.141180758,2.160551164,1.401853727,-1.306590592,-2.031949388,M,N,N,0None,F,3.878880693,0.538717353,0,7621,20.87945205
F,'004,'43I,35790,'J92,1998,4443,N,0,0,1.127812273,1.122947493,0.161219112,0.260667751,1.999735266,1.341930379,1.183656258,1.163434235,M,N,N,Georges,F,4.485506173,1.266035644,1,4444,12.17534247
F,'004,'34N,36522,'J92,2000,6330,N,1,0,1.337033694,1.326952469,-0.18028979,-0.091461692,2.180653152,1.40917503,0.685606888,0.838286063,M,N,N,0None,F,3.67907307,0.299156465,0,6331,17.34520548
F,'004,'55V,37962,'J92,2004,5122,N,0,0,0.776920779,0.779024046,0.138732929,0.238203529,0.673004102,0.723623476,2.179754998,1.676479986,M,N,N,0None,F,3.014578081,-0.497544919,1,5123,14.03561644
F,'004,'Z08,33601,'K11,1992,6764,N,1,0,-0.155662538,-0.146087528,1.104233404,1.124574535,1.758511418,1.247193111,-0.310491852,-0.07270889,M,N,N,0None,F,3.141336045,-0.345567483,0,6765,18.53424658
F,'073,'13C,34325,'O56,1994,2954,N,0,0,0.79803055,0.799778109,-1.896828771,-2.350829494,1.095145836,0.949904061,-0.310491852,-0.07270889,M,N,N,0None,F,3.702920254,0.32774823,1,2955,8.095890411
F,'073,'03J,35786,'O69,1998,7099,N,1,0,1.172377375,1.166467625,0.072679767,0.171646302,1.999735266,1.341930379,0.187557518,0.440336861,M,N,N,Georges,F,4.610082684,1.415397611,0,7100,19.45205479
F,'073,'99N,36524,'R75,2000,4205,N,1,0,1.32155318,1.311884915,-0.226667542,-0.141180758,2.160551164,1.401853727,0.187557518,0.440336861,M,N,N,0None,F,3.728880693,0.358873698,0,4206,11.52328767
F,'004,'71J,36133,'V36,1999,4113,N,0,0,0.03432552,0.043698445,-0.299466559,-0.220199175,2.160551164,1.401853727,1.183656258,1.163434235,M,Y,N,0None,F,3.357155584,-0.086808984,1,4114,11.27123288
F,'073,'11N,36514,'V78,2000,4084,N,1,0,1.397079294,1.385355608,-0.079664122,0.01480151,2.180653152,1.40917503,0.187557518,0.440336861,M,N,N,0None,F,3.725551338,0.354881942,0,4085,11.19178082
F,'004,'28N,36495,'X97,2000,4545,N,1,0,1.422880135,1.410430862,-0.032443138,0.063926988,2.060041228,1.364689257,-0.808541222,-0.795806263,M,N,N,0None,F,3.796347495,0.43976354,0,4546,12.45479452
F,'004,'H91,30709,'287,1984,6234,N,1,1,-0.928280588,-0.924993978,-0.128290492,-0.036277263,-0.653727061,-0.365479842,-0.310491852,-0.07270889,M,N,Y,0None,M,3.63574117,0.24720335,0,6235,17.08219178
F,'073,'978,28866,'471,1979,6760,N,1,1,-1.417089357,-1.423786277,3.202756416,2.64797077,-0.834644947,-0.604044333,0.685606888,0.838286063,M,N,Y,0None,M,2.832511207,-0.715835399,0,6761,18.52328767
F,'073,'I16,30689,'503,1984,1954,N,1,1,-1.064321421,-1.063340493,-0.178041172,-0.089063147,-0.633625074,-0.341216179,0.187557518,0.440336861,M,N,Y,0None,M,3.568534388,0.166625261,0,1955,5.356164384
F,'073,'B02,29224,'573,1980,4443,N,0,0,0.212585912,0.221150665,-1.439797105,-1.646905194,-0.593421099,-0.293859873,0.685606888,0.838286063,M,N,N,0None,M,3.019308594,-0.491873235,1,4444,12.17534247
F,'073,'C41,29600,'573,1981,3536,N,1,0,-0.442755583,-0.434176556,0.804886095,0.865607992,-0.573319112,-0.270742573,0.685606888,0.838286063,M,N,N,0None,M,2.505371916,-1.108061572,0,3537,9.690410959
F,'073,'H69,30704,'573,1984,2977,N,0,0,-0.928749707,-0.925470425,-0.133349883,-0.041620837,-0.653727061,-0.365479842,0.187557518,0.440336861,M,N,N,0None,M,2.586480538,-1.010815765,1,2978,8.15890411
F,'073,'19C,34365,'573,1994,3649,N,0,1,0.843064754,0.844026206,-1.899639544,-2.355468411,1.255961735,1.02769276,1.183656258,1.163434235,M,N,Y,0None,M,4.599355213,1.402535826,1,3650,10
F,'073,'K06,31434,'692,1986,2630,N,1,0,-0.170204832,-0.160642516,-0.220764919,-0.134826333,-0.412503213,-0.097846714,-0.310491852,-0.07270889,M,N,N,0None,M,2.872366657,-0.668050401,0,2631,7.208219178
F,'073,'L75,31795,'692,1987,1884,N,0,0,0.429782116,0.436558759,1.428877668,1.391533902,0.009638521,0.277842539,0.187557518,0.440336861,M,N,N,0None,M,2.774462521,-0.785433319,1,1885,5.164383562
F,'004,'H98,30704,'699,1984,2214,N,0,0,-0.928749707,-0.925470425,-0.133349883,-0.041620837,-0.653727061,-0.365479842,-1.306590592,-2.031949388,M,N,N,0None,M,2.736480538,-0.83097211,1,2215,6.068493151
F,'004,'R56,32524,'699,1989,1835,N,0,0,-0.928280588,-0.924993978,-0.059707635,0.035619693,0.170454419,0.39897665,-0.310491852,-0.07270889,M,N,N,Hugo,M,3.809001029,0.454934592,1,1836,5.030136986
F,'004,'I29,30682,'723,1984,2997,N,0,0,-1.155797152,-1.156570965,-0.209521828,-0.122744171,-0.673829048,-0.390151316,-0.808541222,-0.795806263,M,N,N,0None,M,2.644597842,-0.941135576,1,2998,8.21369863
F,'004,'L82,31778,'723,1987,1901,N,0,0,0.472001692,0.478328868,1.356078652,1.3328546,-0.050667441,0.229709762,0.187557518,0.440336861,M,N,N,0None,M,2.782386205,-0.775933157,1,1902,5.210958904
F,'073,'L89,31778,'725,1987,1889,N,0,0,0.472001692,0.478328868,1.356078652,1.3328546,-0.050667441,0.229709762,-0.310491852,-0.07270889,M,N,N,0None,M,2.832386205,-0.715985272,1,1890,5.178082192
F,'073,'I64,31076,'7L,1985,5246,N,1,0,-0.901072425,-0.897368152,-0.072356112,0.022434775,-0.412503213,-0.097846714,0.187557518,0.440336861,M,N,N,0None,M,2.636477229,-0.950871847,0,5247,14.37534247
F,'073,'L90,31802,'7L,1987,1887,N,0,1,0.37067472,0.378025012,1.485374203,1.436619317,0.029740508,0.293542349,1.183656258,1.163434235,M,N,Y,0None,M,3.656521557,0.272118154,1,1888,5.17260274
F,'004,'34J,35799,'89C,1998,1531,Y,0,0,1.051347955,1.048192394,0.141262624,0.240735619,2.060041228,1.364689257,-0.808541222,-0.795806263,M,N,N,Georges,M,5.685482638,2.704756666,1,1532,4.197260274
F,'073,'L87,31795,'929,1987,2965,N,0,0,0.429782116,0.436558759,1.428877668,1.391533902,0.009638521,0.277842539,0.685606888,0.838286063,M,N,N,0None,M,2.724462521,-0.845381204,1,2966,8.126027397
F,'073,'R66,32525,'929,1989,2187,N,0,0,-0.92077489,-0.917371618,-0.063923794,0.031228445,0.170454419,0.39897665,0.685606888,0.838286063,M,N,N,Hugo,M,3.71135849,0.337865318,1,2188,5.994520548
F,'073,'V59,32893,'929,1990,3582,N,1,0,-0.431497036,-0.42284927,0.094603795,0.193832509,0.492086217,0.614839036,1.183656258,1.163434235,M,N,N,0None,M,2.814915188,-0.736932282,0,3583,9.816438356
F,'073,'H67,30704,'931,1984,2130,N,1,0,-0.928749707,-0.925470425,-0.133349883,-0.041620837,-0.653727061,-0.365479842,-0.310491852,-0.07270889,M,N,N,0None,M,2.636480538,-0.95086788,0,2131,5.838356164
F,'073,'I87,31073,'931,1985,2606,N,0,0,-0.889813878,-0.885941008,-0.072356112,0.022434775,-0.412503213,-0.097846714,-0.310491852,-0.07270889,M,Y,N,0None,M,2.688959901,-0.887947343,1,2607,7.142465753
F,'073,'L76,31792,'931,1987,1930,N,1,0,0.447608157,0.454199058,1.44321261,1.403010658,0.009638521,0.277842539,-0.310491852,-0.07270889,M,N,N,0None,M,2.826005444,-0.723635534,0,1931,5.290410959
L,'058,'L61,31803,'964,1987,1857,N,0,0,0.362699921,0.370122636,1.488184976,1.438852167,0.291066343,0.483687739,-1.306590592,-2.031949388,M,Y,N,0None,M,2.962853327,-0.559560712,1,1858,5.090410959
L,'058,'N90,32158,'965,1988,1509,N,0,0,-0.253236644,-0.243823799,0.072960844,0.171931342,0.572494166,0.66418547,0.685606888,0.838286063,M,N,N,0None,M,2.925847571,-0.603929047,1,1510,4.136986301
F,'004,'N00,31798,'976,1987,1881,N,0,1,0.398821104,0.405906328,1.469633875,1.424097556,0.029740508,0.293542349,-0.808541222,-0.795806263,M,N,Y,0None,M,3.865350332,0.522495022,1,1882,5.156164384
I,'DM,'J31,31062,'A27,1985,2604,N,0,0,-0.850878049,-0.846441182,-0.024572974,0.072069501,1.175553786,0.989313628,0.685606888,0.838286063,M,N,N,0None,M,2.94544175,-0.580436456,1,2605,7.136986301
L,'058,'G33,30346,'A55,1983,4366,Y,0,1,-0.085296595,-0.075716817,-0.304244873,-0.225428074,-0.452707188,-0.139199256,-0.808541222,-0.795806263,M,N,Y,0None,M,4.945987587,1.818133381,1,4367,11.96438356
L,'058,'J14,31060,'A67,1985,3526,N,1,0,-0.892628523,-0.888797571,-0.021762201,0.074974445,-0.4326052,-0.118377373,0.187557518,0.440336861,M,N,N,0None,M,2.625406577,-0.964145091,0,3527,9.663013699
L,'058,'N02,31800,'A67,1987,1916,N,1,0,0.378180435,0.385461482,1.471039261,1.425216801,0.291066343,0.483687739,0.685606888,0.838286063,M,N,N,0None,M,2.76912321,-0.791834927,0,1917,5.252054795
F,'073,'O46,32153,'A71,1988,2593,N,0,0,-0.235410603,-0.225954611,-0.022043278,0.074684024,-0.070769429,0.213308271,-0.310491852,-0.07270889,M,N,N,0None,M,2.901460519,-0.633168091,1,2594,7.106849315
F,'004,'I06,30712,'B04,1984,6608,Y,0,0,-0.886061029,-0.882132511,-0.131944497,-0.040135958,-0.653727061,-0.365479842,-0.808541222,-0.795806263,M,N,N,0None,M,3.695659892,0.319043363,1,6609,18.10684932
F,'073,'V45,32889,'C38,1990,5929,N,1,0,-0.429151493,-0.420489712,0.201132086,0.300303586,0.492086217,0.614839036,0.187557518,0.440336861,M,N,N,0None,M,2.897686476,-0.637693009,0,5930,16.24657534
F,'073,'50C,34336,'C38,1994,2952,N,0,0,0.847755823,0.848633257,-1.918190645,-2.386189809,1.095145836,0.949904061,-0.310491852,-0.07270889,M,N,N,0None,M,3.717443947,0.345161523,1,2953,8.090410959
